timestamp,ax,ay,az,gx,gy,gz
0.90000000,-1.0379,2.5957,-1.2444,-1.4355,2.3496,-0.1283
0.90500000,-1.3252,1.7562,-0.3063,-1.2942,1.8127,-0.0185
0.91000000,-1.1022,0.9529,-0.2561,-0.8793,1.5335,-0.3988
0.91500000,-0.6606,0.5146,-1.2499,-0.5130,1.6993,-1.7263
0.92000000,-0.4611,0.5328,-2.8702,-0.4111,1.8746,-2.5457
0.92500000,-0.3433,0.7105,-3.9143,-0.3124,1.9099,-2.7225
0.93000000,-0.2203,0.7891,-4.2287,-0.2674,1.8200,-2.7625
0.93500000,-0.1336,0.7903,-4.3037,-0.2725,1.7548,-2.6367
0.94000000,-0.0518,0.8001,-4.1482,-0.1840,1.6648,-2.3262
0.94500000,0.1369,0.7891,-3.8083,0.0062,1.5449,-2.0277
0.95000000,0.4026,0.7281,-3.4417,0.1967,1.4651,-1.7135
0.95500000,0.6423,0.6730,-3.1262,0.3382,1.4804,-1.4736
0.96000000,0.7973,0.6971,-2.9521,0.3873,1.5870,-1.3063
0.96500000,0.8776,0.7959,-2.9869,0.4341,1.6558,-1.3667
0.97000000,0.9413,0.9095,-3.2006,0.5096,1.6903,-1.5238
0.97500000,0.9995,1.0337,-3.4906,0.5844,1.7268,-1.6752
0.98000000,1.0202,1.1944,-3.7300,0.6117,1.7643,-1.7520
0.98500000,1.0160,1.3718,-3.8821,0.6521,1.7747,-1.8159
0.99000000,1.0242,1.5404,-4.0000,0.6819,1.7780,-1.8960
0.99500000,1.0545,1.7547,-3.9988,0.7347,1.8757,-1.7610
1.00000000,1.1017,2.0294,-3.7440,0.7598,1.9386,-1.5163
1.00500000,1.1577,2.2523,-3.3458,0.7213,1.8178,-1.4268
1.01000000,1.2254,2.3702,-2.9859,0.6809,1.7636,-1.3533
1.01500000,1.2942,2.4143,-2.7315,0.6287,1.6697,-1.3635
1.02000000,1.3515,2.4004,-2.5602,0.6034,1.5350,-1.3996
1.02500000,1.4058,2.3330,-2.3940,0.6236,1.3550,-1.4022
1.03000000,1.4625,2.2187,-2.1618,0.6912,1.1565,-1.3356
1.03500000,1.5290,2.1030,-1.8654,0.8050,1.0195,-1.2573
1.04000000,1.5757,2.0383,-1.6039,0.8681,0.9210,-1.2693
1.04500000,1.5482,1.9992,-1.4633,0.8933,0.8007,-1.5027
1.05000000,1.4565,1.9283,-1.4409,0.9308,0.5134,-1.6505
1.05500000,1.3417,1.7950,-1.4833,0.9160,0.2589,-1.7977
1.06000000,1.2168,1.5874,-1.5416,0.9029,-0.0448,-1.9269
1.06500000,1.0989,1.3365,-1.6031,0.9116,-0.3356,-2.0226
1.07000000,0.9950,1.1009,-1.6906,0.9134,-0.5969,-2.1407
1.07500000,0.8823,0.9240,-1.8570,0.8953,-0.7614,-2.3175
1.08000000,0.7421,0.8114,-2.0936,0.8369,-0.8310,-2.4799
1.08500000,0.5788,0.7369,-2.2967,0.7578,-0.8704,-2.5516
1.09000000,0.4120,0.6755,-2.3947,0.6889,-0.9197,-2.4989
1.09500000,0.2491,0.5964,-2.3838,0.5982,-0.9971,-2.3950
1.10000000,0.0510,0.4962,-2.2821,0.4496,-1.0655,-2.2471
1.10500000,-0.1817,0.4447,-2.1598,0.3449,-1.0430,-2.1480
1.11000000,-0.3665,0.4907,-2.0898,0.2967,-0.9750,-2.1027
1.11500000,-0.4879,0.5776,-2.0808,0.2528,-0.9251,-2.1111
1.12000000,-0.6002,0.6450,-2.1457,0.1894,-0.8880,-2.2042
1.12500000,-0.7308,0.7059,-2.2716,0.1208,-0.8340,-2.3263
1.13000000,-0.8593,0.7679,-2.3870,0.1039,-0.8016,-2.4135
1.13500000,-0.9436,0.7849,-2.4729,0.1023,-0.8311,-2.5042
1.14000000,-0.9870,0.7467,-2.5582,0.1125,-0.8629,-2.5996
1.14500000,-1.0240,0.6959,-2.6501,0.1261,-0.8986,-2.7016
1.15000000,-1.0786,0.6345,-2.7630,0.1247,-0.9543,-2.8815
1.15500000,-1.1922,0.5905,-2.9827,0.0785,-0.9386,-3.1808
1.16000000,-1.3483,0.6108,-3.3032,0.0241,-0.9028,-3.4428
1.16500000,-1.5002,0.6865,-3.5663,-0.0835,-0.8143,-3.6383
1.17000000,-1.7039,0.7943,-3.7519,-0.2846,-0.7396,-3.8529
1.17500000,-1.9744,0.8922,-3.9222,-0.5243,-0.6812,-4.0657
1.18000000,-2.2615,0.9073,-4.0334,-0.8148,-0.7491,-4.1628
1.18500000,-2.5479,0.7442,-4.0367,-1.1146,-0.9764,-4.1324
1.19000000,-2.8190,0.4029,-3.9463,-1.4568,-1.2673,-4.0471
1.19500000,-3.0920,-0.0164,-3.7948,-1.7066,-1.5780,-3.9200
1.20000000,-3.3882,-0.4599,-3.5960,-1.9303,-1.9011,-3.7067
1.20500000,-3.6923,-0.8800,-3.3904,-2.1369,-2.1602,-3.4318
1.21000000,-4.0707,-1.1851,-3.2897,-2.4692,-2.2961,-3.2498
1.21500000,-4.6011,-1.2880,-3.2831,-2.8761,-2.2497,-3.0052
1.22000000,-5.2186,-1.1799,-3.1419,-3.3277,-2.1028,-2.5643
1.22500000,-5.8435,-1.0075,-2.6798,-3.8005,-2.0337,-1.8947
1.23000000,-6.4797,-0.9631,-1.8999,-4.3534,-2.1115,-0.9950
1.23500000,-7.0959,-1.0815,-0.9015,-4.8669,-2.1763,-0.1389
1.24000000,-7.6195,-1.2230,0.3794,-5.2724,-1.9594,1.0471
1.24500000,-7.9470,-1.1927,1.6262,-5.3870,-1.4821,1.5450
1.25000000,-7.9487,-0.9209,2.1283,-5.2884,-0.8884,1.4411
1.25500000,-7.6965,-0.5275,2.0399,-5.1057,-0.3247,1.2695
1.26000000,-7.3363,-0.1660,1.9446,-4.8559,0.1484,1.1589
1.26500000,-6.9363,0.0175,1.9246,-4.6321,0.3582,0.9746
1.27000000,-6.5957,-0.1446,1.8262,-4.4636,0.2566,0.5188
1.27500000,-6.5373,-1.0342,2.1630,-4.6937,-0.4246,1.4120
1.28000000,-7.2113,-3.1620,3.5656,-5.7344,-2.3497,3.0471
1.28500000,-6.8419,-5.5911,5.0199,-2.9595,-3.3444,4.1484
1.29000000,-5.0645,-4.7918,3.5058,-3.4023,0.4013,0.7258
1.29500000,-2.9222,-0.0581,-2.2734,-0.5996,3.9834,-4.2705
1.30000000,-0.1727,3.6413,-6.7349,-0.4685,4.3577,-3.4856
1.30500000,-0.1936,6.4859,-6.4837,-3.1866,8.7795,-3.2237
1.31000000,-4.7786,8.4200,-8.4888,-8.3191,5.6966,-8.9916
1.31500000,-8.4718,2.7007,-13.8329,-6.0981,-3.9177,-10.9352
1.32000000,-4.2965,-5.9010,-10.9300,1.6874,-5.9275,-0.6912
1.32500000,1.2238,-6.6127,-1.7696,-0.5024,-0.4280,1.3565
1.33000000,-0.1919,-2.1210,0.1142,-1.9441,1.2300,-1.1801
1.33500000,-1.5738,0.1746,-2.1865,-0.3052,0.7206,-1.1852
1.34000000,-0.0645,0.4131,-1.8468,0.2518,0.5162,-0.5259
1.34500000,0.4292,0.2437,-1.0645,-0.0906,0.0183,-0.6676
1.35000000,-0.0792,0.0523,-1.0102,-0.5900,0.5919,-0.5987
1.35500000,-0.7657,0.4800,-1.1465,-1.0983,0.8699,-0.8188
1.36000000,-1.2670,0.6630,-1.2094,-1.0559,0.4910,-0.5952
1.36500000,-1.2384,0.4426,-1.0130,-0.7657,0.3122,-0.5169
1.37000000,-0.9213,0.3562,-0.9079,-0.5639,0.3138,-0.6390
1.37500000,-0.6087,0.4105,-1.0139,-0.2790,0.4383,-0.6733
1.38000000,-0.2642,0.5981,-1.0303,-0.0128,0.5487,-0.6299
1.38500000,-0.0284,0.6977,-0.9651,0.0081,0.4103,-0.5551
1.39000000,-0.0496,0.6012,-0.9258,-0.0774,0.2647,-0.5962
1.39500000,-0.1039,0.5469,-0.9405,0.0005,0.3324,-0.5963
1.40000000,-0.0878,0.5306,-0.9253,-0.0612,0.2853,-0.5749
1.40500000,-0.1382,0.4295,-0.9475,-0.0899,0.3190,-0.6743
1.41000000,-0.1756,0.2899,-1.0503,-0.0519,0.3243,-0.6655
1.41500000,-0.2177,0.2541,-1.0514,-0.1429,0.5615,-0.5312
1.42000000,-0.2871,0.5448,-0.8988,-0.1121,0.9534,-0.3825
1.42500000,-0.2007,0.7129,-0.8249,0.0494,0.6173,-0.4943
1.43000000,-0.0982,0.3531,-0.9321,-0.1618,0.3384,-0.5214
1.43500000,-0.1081,0.0982,-0.9813,-0.1956,0.5087,-0.4106
1.44000000,-0.0823,0.2677,-0.8979,-0.1873,0.8521,-0.3424
1.44500000,-0.2202,0.5989,-0.8449,-0.5453,1.2298,-0.4124
1.45000000,-0.4240,0.7246,-0.8656,-0.3032,1.2097,-0.4887
1.45500000,-0.2539,0.3191,-0.8754,-0.0979,0.6587,-0.4869
1.46000000,-0.0625,-0.0761,-0.8329,-0.3929,0.7383,-0.5976
1.46500000,-0.1339,0.0739,-0.7638,-0.5188,0.8394,-0.5298
1.47000000,-0.2389,0.3045,-0.7429,-0.6139,0.5939,-0.5215
1.47500000,-0.0812,0.3973,-0.8580,-0.1150,0.4327,-0.5753
1.48000000,0.1753,0.3216,-1.0175,-0.2178,0.2453,-0.5100
1.48500000,0.1128,0.1316,-1.0804,-0.2491,0.7409,-0.5245
1.49000000,0.1282,0.2555,-1.2448,0.0342,1.0875,-0.8670
1.49500000,0.4002,0.4336,-1.5577,0.2967,1.3104,-0.8424
1.50000000,0.6049,0.4858,-1.9045,0.3912,1.8220,-1.1652
1.50500000,0.7311,0.6475,-2.4474,0.6421,1.9391,-1.5793
1.51000000,0.5160,0.8116,-2.8591,0.1662,2.0210,-1.4770
1.51500000,-0.0086,0.9851,-3.2714,0.1053,2.2167,-2.2394
1.52000000,-0.4496,0.9572,-3.7767,-0.0116,1.8300,-2.1226
1.52500000,-0.7909,0.4109,-3.1179,0.2173,1.2933,-0.7247
1.53000000,-1.4023,0.0741,-1.4285,-0.8738,1.6114,0.7660
1.53500000,-4.9045,1.1419,-0.6968,-6.8302,3.3283,0.4611
1.54000000,-8.0946,2.9214,-1.7158,-4.3120,3.8248,-1.0299
1.54500000,-4.7242,3.5042,-2.4701,0.0247,2.5720,-0.6880
1.55000000,-0.8778,2.9485,-1.2919,-1.1440,2.4785,0.4008
1.55500000,-1.2552,2.1901,0.3363,-1.7472,1.7839,0.7977
1.56000000,-1.6412,1.3304,0.8316,-1.2878,1.3739,0.4797
1.56500000,-1.0837,0.5765,0.3359,-0.9469,1.2320,-0.2072
1.57000000,-0.7707,0.2665,-0.6251,-0.7075,1.4331,-0.9967
1.57500000,-0.6202,0.3302,-1.6966,-0.5099,1.6782,-1.6883
1.58000000,-0.4602,0.4637,-2.6445,-0.3621,1.7739,-2.1808
1.58500000,-0.2662,0.5124,-3.3697,-0.2288,1.7488,-2.5104
1.59000000,-0.0724,0.4539,-3.8799,-0.1717,1.6263,-2.6848
1.59500000,0.0149,0.3109,-4.2144,-0.2397,1.4324,-2.6235
1.60000000,0.0076,0.1728,-4.3319,-0.1840,1.3775,-2.4267
1.60500000,0.1034,0.0827,-4.0951,0.0325,1.0208,-1.8975
1.61000000,0.4005,-0.0098,-3.6100,0.3345,0.9378,-1.4197
1.61500000,0.7253,-0.0299,-3.2401,0.4876,1.0375,-1.1434
1.62000000,0.9052,0.1545,-3.1473,0.5465,1.2823,-1.0547
1.62500000,1.0042,0.6019,-3.2924,0.6194,1.7451,-1.1515
1.63000000,1.0881,1.1740,-3.5431,0.6358,1.9939,-1.2342
1.63500000,1.1090,1.5538,-3.6880,0.6263,1.9124,-1.2266
1.64000000,1.0929,1.7182,-3.6624,0.6526,1.8653,-1.1392
1.64500000,1.0863,1.8348,-3.5396,0.6599,1.8316,-1.0221
1.65000000,1.0638,1.9572,-3.3650,0.6405,1.8156,-0.8767
1.65500000,1.0267,2.0860,-3.1357,0.6126,1.8256,-0.7089
1.66000000,0.9881,2.2080,-2.8860,0.5655,1.8654,-0.7132
1.66500000,0.9603,2.3307,-2.7304,0.5499,1.8819,-0.8205
1.67000000,0.9885,2.4591,-2.6975,0.6140,1.9295,-0.9845
1.67500000,1.0619,2.6339,-2.6676,0.6599,2.0560,-1.1337
1.68000000,1.1796,2.8565,-2.4837,0.7452,2.0922,-1.0972
1.68500000,1.3437,2.9566,-2.1782,0.7621,1.9463,-1.1546
1.69000000,1.4610,2.8405,-1.9692,0.7369,1.7125,-1.3037
1.69500000,1.5254,2.6074,-1.8665,0.7722,1.4455,-1.4340
1.70000000,1.5852,2.3485,-1.7923,0.8254,1.1946,-1.5937
1.70500000,1.6231,2.1193,-1.7894,0.9183,0.9911,-1.7875
1.71000000,1.6419,1.9356,-1.8595,1.1746,0.6365,-2.1195
1.71500000,1.6022,1.7506,-1.9949,1.1980,0.3514,-2.3561
1.72000000,1.4239,1.5318,-2.1948,1.0916,0.0126,-2.5832
1.72500000,1.1521,1.2719,-2.3315,0.9718,-0.3896,-2.6072
1.73000000,0.9214,0.9725,-2.2634,0.8959,-0.7845,-2.4611
1.73500000,0.7742,0.6635,-2.0574,0.8309,-1.0401,-2.2802
1.74000000,0.6520,0.3909,-1.9150,0.7424,-1.2006,-2.2228
1.74500000,0.5012,0.1976,-1.9446,0.6348,-1.2898,-2.2244
1.75000000,0.3292,0.1115,-2.0832,0.5965,-1.2976,-2.1455
1.75500000,0.1725,0.1351,-2.2370,0.5440,-1.2358,-2.1513
1.76000000,0.0124,0.2301,-2.3555,0.4489,-1.1569,-2.1284
